1	5	1.60232
1	91	2.68855
1	114	3.09926
1	126	4.21326
1	128	3.47266
1	131	3.36279
1	134	3.65888
1	148	3.62394
1	156	4.00667
1	157	4.26757
1	166	4.29386
1	170	4.66194
1	171	4.72045
1	182	5.21435
1	183	5.21435
2	39	1.35349
2	100	4.34858
2	111	1.74349
2	142	2.60576
2	165	3.39126
2	175	3.87017
2	177	3.78236
2	181	4.20182
2	186	4.29853
2	187	4.59265
2	189	4.65587
2	195	4.76222
2	196	4.76386
2	197	4.8269
2	198	4.79038
3	9	1.79023
3	20	1.96414
3	32	5.54754
3	34	2.20534
3	81	2.7471
3	97	0.401283
3	121	3.9931
3	147	4.41502
3	158	4.68259
3	160	4.72229
3	163	4.78364
3	169	4.99497
3	172	5.22287
3	178	5.36891
3	179	5.39507
4	45	1.94502
4	48	1.96387
4	50	2.49943
4	66	2.82856
4	122	3.37263
4	135	3.54801
4	139	3.78892
4	140	3.88033
4	150	4.20768
4	159	4.52219
4	164	4.8116
4	167	4.73614
4	170	5.61563
4	174	4.96772
4	176	5.21318
5	1	1.60232
5	9	1.72528
5	59	2.65458
5	60	2.26912
5	100	3.20224
5	119	3.71084
5	132	3.87362
5	147	4.35008
5	155	4.23903
5	158	4.61765
5	169	4.93003
5	172	5.15792
5	173	5.15982
5	178	5.30397
5	179	5.33013
6	52	2.38942
6	69	2.723
6	82	2.78439
6	90	2.93951
6	114	3.54458
6	123	3.52388
6	134	4.1042
6	152	4.2909
6	161	4.56935
6	162	4.93093
6	171	5.16577
6	177	5.46818
6	180	0.332304
6	182	5.65967
6	183	5.65967
7	23	2.7277
7	42	2.70363
7	49	3.10394
7	54	3.14249
7	78	3.46019
7	86	3.47841
7	103	3.92498
7	107	3.82272
7	109	4.06013
7	112	4.08229
7	118	4.29955
7	129	4.34261
7	144	4.56708
7	145	4.56957
7	182	5.7308
8	29	2.84573
8	35	6.4
8	37	3.2409
8	43	2.87417
8	70	3.72483
8	85	3.81746
8	88	3.99049
8	107	4.11525
8	109	4.35266
8	112	4.37482
8	118	4.59208
8	129	4.63514
8	130	1.78927
8	144	4.85961
8	145	4.8621
9	3	1.79023
9	5	1.72528
9	72	2.32739
9	91	5.72267
9	92	2.56878
9	104	2.79125
9	115	3.11442
9	147	4.15003
9	158	4.4176
9	163	4.51865
9	169	4.72998
9	172	4.95788
9	173	4.95978
9	178	5.10392
9	179	5.13008
10	30	1.64601
10	47	1.72259
10	63	2.02418
10	114	3.15141
10	127	3.53113
10	138	5.77671
10	143	3.75897
10	148	3.67609
10	152	3.89773
10	157	4.31972
10	162	4.53776
10	170	4.71409
10	171	4.7726
10	182	5.2665
10	183	5.2665
11	14	0.00228965
11	97	1.21605
11	150	5.92758
11	165	3.08494
11	185	3.80768
11	187	4.28633
11	189	4.34955
11	191	4.37419
11	192	4.25735
11	195	4.45591
11	196	4.45755
11	197	4.52058
11	198	4.48406
11	199	4.45895
11	200	4.53212
12	23	2.7146
12	42	2.69054
12	49	3.09084
12	70	3.4192
12	73	5.75185
12	87	3.41295
12	88	3.68486
12	94	3.51777
12	103	3.91188
12	109	4.04703
12	112	4.06919
12	118	4.28645
12	129	4.32951
12	144	4.55398
12	145	4.55647
13	79	2.05731
13	88	1.48541
13	90	2.53533
13	93	2.4469
13	152	3.88671
13	156	4.0478
13	157	4.3087
13	161	4.16517
13	162	4.52674
13	166	4.335
13	170	4.70307
13	171	4.76158
13	174	4.5285
13	182	5.25549
13	183	5.25549
14	11	0.00228965
14	24	1.89914
14	59	2.62693
14	63	8.28191
14	92	2.74117
14	104	2.96364
14	117	3.70923
14	121	3.9005
14	147	4.32242
14	158	4.58999
14	163	4.69104
14	172	5.13027
14	173	5.13217
14	178	5.27631
14	179	5.30247
15	48	2.22969
15	53	2.43762
15	65	2.89092
15	66	3.09438
15	67	3.12463
15	68	3.06459
15	72	5.91073
15	74	2.82304
15	80	3.06054
15	139	4.05474
15	153	4.7132
15	164	5.07742
15	167	5.00196
15	174	5.23354
15	176	5.479
16	22	3.12615
16	23	3.15487
16	37	3.37554
16	54	3.56966
16	78	3.88736
16	86	3.90557
16	87	3.85322
16	94	3.95803
16	107	4.24989
16	109	4.48729
16	118	4.72672
16	144	4.99425
16	145	4.99674
16	151	0.0624813
16	200	5.70122
17	84	5.68396
17	142	2.04138
17	154	2.26446
17	181	3.63743
17	184	3.62657
17	185	3.54961
17	188	4.02536
17	189	4.09148
17	190	3.92467
17	191	4.11612
17	193	4.0478
17	195	4.19784
17	197	4.26251
17	198	4.22599
17	200	4.27405
18	59	2.08545
18	100	2.63311
18	117	3.16775
18	119	3.1417
18	121	3.35902
18	126	3.15573
18	147	3.78094
18	158	4.04851
18	160	4.08821
18	163	4.14956
18	172	4.58879
18	173	4.59069
18	178	4.73483
18	179	4.76099
18	189	5.91541
19	34	1.44262
19	83	2.10457
19	104	2.29353
19	117	3.03912
19	119	3.01307
19	121	3.23039
19	132	3.17585
19	147	3.6523
19	158	3.91988
19	163	4.02092
19	169	4.23226
19	172	4.46015
19	173	4.46205
19	178	4.6062
19	179	4.63236
20	3	1.96414
20	33	2.08065
20	62	2.32036
20	75	2.50857
20	83	2.77621
20	115	3.28834
20	119	3.68471
20	121	3.90203
20	160	4.63122
20	163	4.69256
20	166	6.29386
20	169	4.90389
20	172	5.13179
20	173	5.13369
20	178	5.27784
20	179	5.304
21	141	2.42335
21	146	2.51223
21	153	3.22282
21	154	2.81175
21	169	3.17421
21	181	4.18473
21	184	4.17387
21	186	4.28144
21	187	4.57556
21	189	4.63878
21	190	4.47197
21	191	4.66342
21	192	4.54658
21	196	4.74677
21	199	4.74818
21	200	4.82135
22	16	3.12615
22	27	3.26854
22	37	3.27151
22	39	3.23724
22	43	2.90477
22	70	3.75544
22	78	3.78333
22	85	3.84807
22	86	3.80155
22	88	4.0211
22	103	4.24812
22	107	4.14586
22	112	4.40542
22	144	4.89022
22	145	4.89271
22	200	6.36257
23	7	2.7277
23	12	2.7146
23	16	3.15487
23	27	3.29725
23	49	3.4558
23	70	3.78415
23	78	3.81205
23	87	3.7779
23	88	4.04981
23	94	3.88272
23	103	4.27683
23	107	4.17457
23	118	4.6514
23	144	4.91893
23	145	4.92142
23	181	6.5031
24	14	1.89914
24	74	2.65491
24	92	2.77029
24	115	3.31593
24	117	3.73835
24	119	3.7123
24	121	3.92962
24	132	3.87509
24	147	4.35154
24	158	4.61911
24	160	4.65881
24	169	4.93149
24	173	5.16129
24	178	5.30543
24	179	5.33159
24	197	3.96743
25	46	2.24524
25	57	2.70706
25	65	2.95553
25	66	3.159
25	67	3.18924
25	68	3.1292
25	96	3.22195
25	108	3.31504
25	135	3.87844
25	140	4.21077
25	150	4.53812
25	164	5.14204
25	167	5.06658
25	173	6.43995
25	174	5.29816
25	176	5.54362
26	44	0.921799
26	61	1.43008
26	110	2.0125
26	119	6.61612
26	133	2.55951
26	146	2.87944
26	154	3.17897
26	181	4.55195
26	187	4.94278
26	190	4.83919
26	191	5.03064
26	192	4.9138
26	194	4.93599
26	195	5.11235
26	196	5.11399
26	197	5.17703
27	22	3.26854
27	23	3.29725
27	29	3.12275
27	37	3.51792
27	42	3.27319
27	86	4.04796
27	87	3.9956
27	88	4.26751
27	94	4.10042
27	112	4.65184
27	118	4.8691
27	129	4.91216
27	144	5.13663
27	145	5.13912
27	175	4.94518
27	188	1.61202
28	41	2.04924
28	68	2.84127
28	71	2.62203
28	84	2.58607
28	108	3.02711
28	122	3.41514
28	139	3.83143
28	145	6.33949
28	150	4.25019
28	151	4.02425
28	153	4.48989
28	159	4.5647
28	164	4.85411
28	167	4.77865
28	174	5.01023
28	176	5.25569
29	8	2.84573
29	27	3.12275
29	39	3.09145
29	49	3.28129
29	70	3.60965
29	78	3.63754
29	85	3.70228
29	88	3.87531
29	94	3.70822
29	107	4.00007
29	109	4.23748
29	118	4.4769
29	129	4.51996
29	144	4.74443
29	145	4.74692
29	167	6.44857
30	10	1.64601
30	37	6.11466
30	52	2.11261
30	77	2.47982
30	124	3.35083
30	127	3.6475
30	128	3.64118
30	134	3.82739
30	143	3.87533
30	152	4.01409
30	161	4.29255
30	162	4.65412
30	166	4.46238
30	170	4.83045
30	182	5.38287
30	183	5.38287
31	44	7.00928
31	72	2.36447
31	99	3.01499
31	104	2.82833
31	106	0.22277
31	119	3.54787
31	126	3.5619
31	132	3.71065
31	158	4.45468
31	160	4.49438
31	163	4.55572
31	169	4.76706
31	172	4.99495
31	173	4.99685
31	178	5.141
31	179	5.16716
32	3	5.54754
32	68	2.89465
32	74	2.6531
32	75	0.757414
32	102	2.89267
32	135	3.64389
32	139	3.8848
32	140	3.97622
32	150	4.30357
32	151	4.07762
32	153	4.54326
32	159	4.61808
32	164	4.90748
32	167	4.83202
32	174	5.0636
32	176	5.30906
33	20	2.08065
33	60	2.45057
33	74	6.28936
33	81	2.86361
33	92	2.95028
33	99	3.35941
33	119	3.89229
33	127	0.276341
33	132	4.05507
33	147	4.53153
33	160	4.8388
33	163	4.90014
33	172	5.33938
33	173	5.34128
33	178	5.48542
33	179	5.51158
34	3	2.20534
34	19	1.44262
34	55	2.73947
34	60	2.48418
34	69	0.113848
34	104	3.20637
34	119	3.92591
34	158	4.83272
34	160	4.87242
34	163	4.93376
34	169	5.14509
34	172	5.37299
34	173	5.37489
34	178	5.51904
34	179	5.5452
34	181	6.51181
35	8	6.4
35	56	1.12716
35	113	1.89222
